id,listing_url,name,description,view,neighborhood_overview,picture_url,latitude,longitude,property_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,location
14406313,https://www.airbnb.com/rooms/14406313,2min to Akihabara (ASB1),"Isolated house in downtown area, Asakusabashi with 4 bedrooms can accommodates up to 8 adults. <br />Aged 2 stories house, but well renovated inside (see photos), so you can feel modern Japanese Ryokan style.<br />Great access to Akihabara - renown for electric shops and anime-culture, and Asakusa - old traditional downtown atmosphere.","2min to Akihabara (ASB1)Isolated house in downtown area, Asakusabashi with 4 bedrooms can accommodates up to 8 adults. <br />Aged 2 stories house, but well renovated inside (see photos), so you can feel modern Japanese Ryokan style.<br />Great access to Akihabara - renown for electric shops and anime-culture, and Asakusa - old traditional downtown atmosphere.","Great access from both airport, Haneda and Narita. Also, Akihabara, the electronic and anime town, is just one stop train ride from Asakusabashi, the nearest station to the house.<br />Asakusabashi is also the area of a lot of well-established store of food. Especially there are full of a lot smaller store sticking to the underpass near the station.<br />Great access to Asakusa in either 3min train ride, or 10min bus ride watching streets.<br />Good old fashioned to new scenery of downtown Tokyo is jammed tightly.",https://a0.muscache.com/pictures/631ee492-f034-4731-bdd3-1a075fbc031c.jpg,35.70045,139.78743,Entire home,8,1,1 bath,4,6,"[""Coffee maker"", ""Hangers"", ""Heating"", ""Self check-in"", ""Carbon monoxide alarm"", ""Shampoo"", ""Stove"", ""Fire extinguisher"", ""Smoke alarm"", ""Wifi"", ""Essentials"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Lockbox"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""TV"", ""Kitchen"", ""Dishes and silverware"", ""Microwave""]",42000,120,26,2,4.93,4.86,4.91,4.92,4.98,4.83,4.84,f,1.21,Tokyo
12972960,https://www.airbnb.com/rooms/12972960,HOMESTAY TYPE TATAMI & FUTON EXPERIENCE in Tokyo,"You can use one single bed in a wooden floored room and at the same time use  two sets of traditional and comfortable Japanese Futon in a Tatami room. Your party can try and enjoy exclusively two rooms, a toilet and a brand-new wider shower room in the second floor without any other guests. Please experience the feeling of Tatami and Futon in the convenient but quiet and greenery circumstances of Tokyo. You can access to Shinjyuku, Shibuya with half an hour or so.","HOMESTAY TYPE TATAMI & FUTON EXPERIENCE in TokyoYou can use one single bed in a wooden floored room and at the same time use  two sets of traditional and comfortable Japanese Futon in a Tatami room. Your party can try and enjoy exclusively two rooms, a toilet and a brand-new wider shower room in the second floor without any other guests. Please experience the feeling of Tatami and Futon in the convenient but quiet and greenery circumstances of Tokyo. You can access to Shinjyuku, Shibuya with half an hour or so.","Location is a typical residential area of Tokyo west. Easy access to the center of Tokyo. But also, this area is famous for ""ANIME"" ,ASAGAYA,KOUENJI and NAKANO. You can enjoy local commercial area, restaurants, amusement shops.<br />It is very rare in Tokyo that you can have good and wide skyview from your room window and can keep your privacy from outside.",https://a0.muscache.com/pictures/89739293-d66b-4ee7-9362-4c77876efe62.jpg,35.71821,139.633,Private room in home,3,1.5,1.5 baths,2,1,"[""LUX conditioner"", ""Hangers"", ""Heating"", ""Bed linens"", ""Carbon monoxide alarm"", ""LUX shampoo"", ""Fast wifi \u2013 190 Mbps"", ""Paid parking lot off premises"", ""12 inch TV"", ""Fire extinguisher"", ""Dove body soap"", ""Smoke alarm"", ""Bidet"", ""Hair dryer"", ""Mini fridge"", ""Cleaning products"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Ethernet connection"", ""Hot water kettle"", ""Dedicated workspace"", ""Clothing storage: closet"", ""Hot water"", ""Window AC unit"", ""Drying rack for clothing"", ""Host greets you"", ""Microwave""]",15000,77,8,0,4.86,4.9,4.84,4.88,4.91,4.52,4.78,f,0.79,Tokyo
12990927,https://www.airbnb.com/rooms/12990927,Asakusa Temple Three Minutes #202,"3-minute walk to Asakusa Sensoji Temple <br />Sky Tree (20 minutes on foot, 8 minutes by train) <br />Easy access to Haneda Airport & Narita Airport <br />I can handle Japanese, Chinese, Korean, English  <br />Nearby stations: <br />Ginza Line, Toei Asakusa Line, Tsukuba Express <br />Free Wi-Fi <br />Convenience store Â· 100 yen shop are a 1-minute walk","Asakusa Temple Three Minutes #2023-minute walk to Asakusa Sensoji Temple <br />Sky Tree (20 minutes on foot, 8 minutes by train) <br />Easy access to Haneda Airport & Narita Airport <br />I can handle Japanese, Chinese, Korean, English  <br />Nearby stations: <br />Ginza Line, Toei Asakusa Line, Tsukuba Express <br />Free Wi-Fi <br />Convenience store Â· 100 yen shop are a 1-minute walk",,https://a0.muscache.com/pictures/1e699e9e-501a-459d-aba6-b5a16d07dcf7.jpg,35.71512,139.79427,Private room in rental unit,4,1,1 shared bath,1,0,"[""Fire extinguisher"", ""Refrigerator"", ""Smoke alarm"", ""Hangers"", ""TV"", ""Wifi"", ""Essentials"", ""Heating"", ""Kitchen"", ""Washer"", ""Hair dryer"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Shampoo""]",16800,201,36,3,4.38,4.6,4.48,4.76,4.82,4.73,4.5,t,2.06,Tokyo
13007848,https://www.airbnb.com/rooms/13007848,Daisuke's Luxury Shimokita Apt #3,"If you want Shimokitazawa 1 room apt <br />1. Located in the most popular trendy STREET FASHION DISTRICT in Japan.<br />2. With local bilingual host's OMOTENASHI & SUPPORTS<br />3. With REASONABLE BUDGET,<br />This is YOUR TOKYO HOME. Looking forward to welcoming you!<br /><br />â˜… For 4-8 guests, 2 rooms plan available! (2 rooms next to each other in the same building) by booking both green apt and yellow apt!<br />Perfect for 2 couples or families.<br />Please send me inquiry first instead of instant booking for those guests.","Daisuke's Luxury Shimokita Apt #3If you want Shimokitazawa 1 room apt <br />1. Located in the most popular trendy STREET FASHION DISTRICT in Japan.<br />2. With local bilingual host's OMOTENASHI & SUPPORTS<br />3. With REASONABLE BUDGET,<br />This is YOUR TOKYO HOME. Looking forward to welcoming you!<br /><br />â˜… For 4-8 guests, 2 rooms plan available! (2 rooms next to each other in the same building) by booking both green apt and yellow apt!<br />Perfect for 2 couples or families.<br />Please send me inquiry first instead of instant booking for those guests.",It's one of the most popular town for all Japanese people. <br />It is NOT touristy as Harajuku or Akihabara and sooo many tiny shops and never tired of walking around this town.,https://a0.muscache.com/pictures/3c080d60-e650-4c69-bcca-a215b1245c08.jpg,35.66286,139.66722,Entire rental unit,3,1,1 bath,1,3,"[""Coffee maker"", ""Hangers"", ""Heating"", ""Bed linens"", ""Freezer"", ""Self check-in"", ""Carbon monoxide alarm"", ""Bathtub"", ""Single level home"", ""Shower gel"", ""Shampoo"", ""First aid kit"", ""Fire extinguisher"", ""Stove"", ""Long term stays allowed"", ""City skyline view"", ""Room-darkening shades"", ""Smoke alarm"", ""Bidet"", ""Wifi"", ""Essentials"", ""Pocket wifi"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""32 inch TV with standard cable"", ""Mini fridge"", ""Record player"", ""Body soap"", ""Iron"", ""Cleaning products"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Ethernet connection"", ""Hot water kettle"", ""Dedicated workspace"", ""Clothing storage: closet"", ""Conditioner"", ""Books and reading material"", ""Refrigerator"", ""Smart lock"", ""Rice maker"", ""Hot water"", ""Window AC unit"", ""Cooking basics"", ""Toaster"", ""Kitchen"", ""Elevator"", ""Dishwasher"", ""Mosquito net"", ""Drying rack for clothing"", ""Private patio or balcony"", ""Dishes and silverware"", ""Microwave""]",20286,277,42,1,4.93,4.91,4.82,4.96,4.95,4.95,4.83,f,2.65,Tokyo
13008801,https://www.airbnb.com/rooms/13008801,EG Sasazuka 301,"A apartment in the very convenient location.<br />5 min walk to the nearest station, Sasazuka Station.<br /><br />Only takes 5 min to Shinjuku Station on train,<br />15 min to Shibuya Station.<br /><br />Provides FREE hi speed internet & Wifi.","EG Sasazuka 301A apartment in the very convenient location.<br />5 min walk to the nearest station, Sasazuka Station.<br /><br />Only takes 5 min to Shinjuku Station on train,<br />15 min to Shibuya Station.<br /><br />Provides FREE hi speed internet & Wifi.",,https://a0.muscache.com/pictures/miso/Hosting-13008801/original/7e2a4e1b-1c3e-4035-b894-222ab3d06c60.jpeg,35.67571,139.66888,Entire rental unit,4,1,1 bath,1,2,"[""Hangers"", ""Heating"", ""Bed linens"", ""Freezer"", ""Self check-in"", ""Bathtub"", ""Single level home"", ""Shampoo"", ""Fire extinguisher"", ""Long term stays allowed"", ""Room-darkening shades"", ""Smoke alarm"", ""Bidet"", ""Wifi"", ""Essentials"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Air conditioning"", ""Body soap"", ""Cleaning products"", ""Lockbox"", ""Ethernet connection"", ""Hot water kettle"", ""Gas stove"", ""Conditioner"", ""Refrigerator"", ""Hot water"", ""TV"", ""Toaster"", ""Kitchen"", ""Elevator"", ""Private patio or balcony"", ""Dishes and silverware"", ""Microwave""]",21943,233,12,4,4.89,4.93,4.9,4.95,4.94,4.7,4.78,t,2.22,Tokyo
13093798,https://www.airbnb.com/rooms/13093798,Convenient for Tokyo experience Free wifi#301,"Newly-build apartment and there is cafe on 1st floor.<br />Location is 10mins walk from Sumiyoshi station.(Toei shinjuku line/Tokyo Metro Hanzomon Line)<br />Sumiyoshi is very convenient place for Tokyo sightseeing; 12mins to Asakusa, 4mins to Oshiage(Skytree station), 15mins to Akihabara, 20mins to Tokyo station by train.<br />There are lots of Convenience store, Supermarket, Cafe, Restaurant around my place.<br />You can walk to the park and museum and feel the atmosphere of downtown tokyo.","Convenient for Tokyo experience Free wifi#301Newly-build apartment and there is cafe on 1st floor.<br />Location is 10mins walk from Sumiyoshi station.(Toei shinjuku line/Tokyo Metro Hanzomon Line)<br />Sumiyoshi is very convenient place for Tokyo sightseeing; 12mins to Asakusa, 4mins to Oshiage(Skytree station), 15mins to Akihabara, 20mins to Tokyo station by train.<br />There are lots of Convenience store, Supermarket, Cafe, Restaurant around my place.<br />You can walk to the park and museum and feel the atmosphere of downtown tokyo.","My place is located in Koto-ku which is center of Tokyo, <br />and facing the Museum of contemporary street where you can walk to the Museum of contemporary Tokyo in 10mins.<br /> Also, you can walk to the Kiba park or cafe in Kiyosumi shirakawa area and feel the atomosphere of downtown tokyo.",https://a0.muscache.com/pictures/9c73d849-f9b8-406c-9251-5487e9dfa3c6.jpg,35.68118,139.81647,Entire rental unit,2,1,1 bath,1,2,"[""\u30e1\u30ea\u30c3\u30c8 conditioner"", ""\u30d3\u30aa\u30ec body soap"", ""Hangers"", ""Heating"", ""Self check-in"", ""Carbon monoxide alarm"", ""Bathtub"", ""Paid parking lot off premises"", ""Shampoo"", ""Fire extinguisher"", ""Long term stays allowed"", ""Smoke alarm"", ""Wifi"", ""Essentials"", ""Dryer"", ""Hair dryer"", ""Mini fridge"", ""Air conditioning"", ""Iron"", ""Laundromat nearby"", ""Lockbox"", ""Refrigerator"", ""Cooking basics"", ""TV"", ""Kitchen"", ""Washer"", ""Dishes and silverware"", ""Microwave""]",8286,148,42,6,4.52,4.63,4.72,4.71,4.68,4.41,4.51,t,1.44,Tokyo
13094509,https://www.airbnb.com/rooms/13094509,Convenient for Tokyo experience Free wifi#302,"Newly-build apartment and there is cafe on 1st floor.<br />Location is 10mins walk from Sumiyoshi station.(Toei shinjuku line/Tokyo Metro Hanzomon Line)<br />Sumiyoshi is very convenient place for Tokyo sightseeing; 12mins to Asakusa, 4mins to Oshiage(Skytree station), 15mins to Akihabara, 20mins to Tokyo station by train.<br />There are lots of Convenience store, Supermarket, Cafe, Restaurant around my place.<br />You can walk to the park and museum and feel the atmosphere of downtown tokyo.","Convenient for Tokyo experience Free wifi#302Newly-build apartment and there is cafe on 1st floor.<br />Location is 10mins walk from Sumiyoshi station.(Toei shinjuku line/Tokyo Metro Hanzomon Line)<br />Sumiyoshi is very convenient place for Tokyo sightseeing; 12mins to Asakusa, 4mins to Oshiage(Skytree station), 15mins to Akihabara, 20mins to Tokyo station by train.<br />There are lots of Convenience store, Supermarket, Cafe, Restaurant around my place.<br />You can walk to the park and museum and feel the atmosphere of downtown tokyo.","KS lounge is located in Koto-ku which is center of Tokyo, <br />and facing the Museum of contemporary street where you can walk to the Museum of contemporary Tokyo in 10mins.<br /> Also, you can walk to the Kiba park or cafe in Kiyosumi shirakawa area and feel the atomosphere of downtown tokyo.",https://a0.muscache.com/pictures/c16fb2a9-37f4-4066-8d3e-384498d9a667.jpg,35.6797,139.81599,Private room in rental unit,2,1,1 private bath,1,2,"[""Hangers"", ""Heating"", ""Self check-in"", ""Carbon monoxide alarm"", ""Bathtub"", ""Paid parking lot off premises"", ""Shampoo"", ""Fire extinguisher"", ""Long term stays allowed"", ""Smoke alarm"", ""Wifi"", ""Free washer \u2013 In building"", ""Essentials"", ""Dryer"", ""Hair dryer"", ""Mini fridge"", ""Air conditioning"", ""Iron"", ""Dining table"", ""Lockbox"", ""Hot water kettle"", ""Dedicated workspace"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""TV"", ""Kitchen"", ""Lock on bedroom door"", ""Dishes and silverware"", ""Microwave""]",8571,129,37,3,4.67,4.76,4.71,4.77,4.77,4.5,4.72,t,1.25,Tokyo
13121455,https://www.airbnb.com/rooms/13121455,3min to Shibuya /Sangen-jaya Sta /Free wifi/Max 3,"Our accommodation is located at the 2nd floor of an apartment. It only takes 8 minutes to walk to Sangen-Jaya Station.<br /> The living room is decorated in Western-style. Each bedroom contains a Futon, Japanese bedding consisting of padded mattresses and quilts. You can enjoy a comfortable space and savor a Japanese living style. There is a bathroom, a toilet and a balcony for hanging your laundry to dry.","3min to Shibuya /Sangen-jaya Sta /Free wifi/Max 3Our accommodation is located at the 2nd floor of an apartment. It only takes 8 minutes to walk to Sangen-Jaya Station.<br /> The living room is decorated in Western-style. Each bedroom contains a Futon, Japanese bedding consisting of padded mattresses and quilts. You can enjoy a comfortable space and savor a Japanese living style. There is a bathroom, a toilet and a balcony for hanging your laundry to dry.","From Shibuya, one of Tokyo's leading hot and exciting cities, it's just 2 stops by train (Denentoshi Line) (1 stop by express) and 3 minutes by train. It's nicknamed ""Sangenjaya Station"" and ""Sancha"", and is loved by many people because of its stylish cafes and second-hand clothing stores dotted around the modern Japanese cityscape.<br />My apato is a quiet residential area an 8-minute walk from the station.<br />Sangenjaya, which has a reputation for being an excellent place to live, is also very convenient for shopping. Most of the 5 supermarkets are open 24 hours, so you can get food and drinks with no problems, whether you come back late or arrive.<br />There are about 6 ~ 7 pharmacies in TAX-Free, and there are many convenience stores, and you can find them in a few minutes, and you can find them in a few minutes (there is a 24h bun in 1 minute from the apartment).<br />There are countless restaurants such as Japanese-style stadiums (sushi, tempura, yakitori, bars, taverns, etc., ",https://a0.muscache.com/pictures/d92d165a-6a63-4d8d-8a47-4d1919a45fdd.jpg,35.64124731,139.6642109,Entire rental unit,3,1,1 bath,1,0,"[""Hangers"", ""Heating"", ""Bed linens"", ""Freezer"", ""Bathtub"", ""Shower gel"", ""Shampoo"", ""Fast wifi \u2013 583 Mbps"", ""Fire extinguisher"", ""22 inch TV"", ""Long term stays allowed"", ""Room-darkening shades"", ""Smoke alarm"", ""Bidet"", ""Pocket wifi"", ""Essentials"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Wine glasses"", ""\u305d\u306e\u4ed6 gas stove"", ""Oven"", ""Body soap"", ""Iron"", ""Cleaning products"", ""Hot water kettle"", ""Conditioner"", ""Refrigerator"", ""Rice maker"", ""Hot water"", ""Window AC unit"", ""Cooking basics"", ""Toaster"", ""Kitchen"", ""Private entrance"", ""Private patio or balcony"", ""Host greets you"", ""Dishes and silverware"", ""Microwave""]",15429,330,41,4,4.88,4.93,4.95,4.96,4.98,4.67,4.88,t,3.19,Tokyo
14414031,https://www.airbnb.com/rooms/14414031,SOLA HOTELè’¼ç©ºãƒ›ãƒ†ãƒ«#301,"Enjoy Tokyoâ€™s beautiful skytree view from our rooftop lounge, a unique setting in downtown Tokyo. All rooms and suites include full service kitchen with all utensils, fridge, tv and free WiFi.  All beverages in the fridge are complimentary.  Our suites offer an outdoor balcony with nice seating area for your private enjoyment. <br />Situated in the heart of skytree popular shopping area (10 mins walk), our hotel can be easily reached from Narita airport via Keisei express metro.","SOLA HOTELè’¼ç©ºãƒ›ãƒ†ãƒ«#301Enjoy Tokyoâ€™s beautiful skytree view from our rooftop lounge, a unique setting in downtown Tokyo. All rooms and suites include full service kitchen with all utensils, fridge, tv and free WiFi.  All beverages in the fridge are complimentary.  Our suites offer an outdoor balcony with nice seating area for your private enjoyment. <br />Situated in the heart of skytree popular shopping area (10 mins walk), our hotel can be easily reached from Narita airport via Keisei express metro.","Close watch Skytree tower scenery, shopping mall Soramachi is the best place to eat and shopping (6-7 mins walk). The hotel near the Japan style old baths, you can go to experience.skytree tower and aquarium about 10mins walk.<br />there are two supermarkets in 1mins walk and a large supermarket within 5mins walk.",https://a0.muscache.com/pictures/0e4419ce-2381-4ab5-bcf8-1a4233448217.jpg,35.70746,139.81711,Room in aparthotel,4,1,1 bath,2,1,"[""Coffee maker"", ""Hangers"", ""Heating"", ""Exterior or entryway security camera present"", ""Bed linens"", ""Self check-in"", ""Carbon monoxide alarm"", ""Bathtub"", ""Shampoo"", ""First aid kit"", ""Fire extinguisher"", ""Stove"", ""Long term stays allowed"", ""Room-darkening shades"", ""Smoke alarm"", ""Pocket wifi"", ""Wifi"", ""Essentials"", ""Dryer"", ""Hair dryer"", ""Air conditioning"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Keypad"", ""Dedicated workspace"", ""Outlet covers"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""TV"", ""Elevator"", ""Kitchen"", ""Washer"", ""Private entrance"", ""Dishes and silverware"", ""Microwave""]",71857,135,0,0,4.8,4.87,4.9,4.86,4.84,4.8,4.73,t,1.32,Tokyo
14414696,https://www.airbnb.com/rooms/14414696,Sola hotelï¼ƒ201,"Newly opened in March 2019, Sola Hotel is built with custom Japanese wood furniture, unique handcrafted Japanese wall paper and decorated with a modern touch.  <br />Enjoy Tokyoâ€™s beautiful skytree view from our rooftop lounge, a unique setting in downtown Tokyo. All rooms and suites include full service kitchen with all utensils, fridge, tv and free WiFi.  All beverages in the fridge are complimentary.  Our suites offer an outdoor balcony with nice seating area for your private enjoyment.","Sola hotelï¼ƒ201Newly opened in March 2019, Sola Hotel is built with custom Japanese wood furniture, unique handcrafted Japanese wall paper and decorated with a modern touch.  <br />Enjoy Tokyoâ€™s beautiful skytree view from our rooftop lounge, a unique setting in downtown Tokyo. All rooms and suites include full service kitchen with all utensils, fridge, tv and free WiFi.  All beverages in the fridge are complimentary.  Our suites offer an outdoor balcony with nice seating area for your private enjoyment.","Close watch Skytree tower scenery, shopping mall Soramachi is the best place to eat and shopping (6-7 mins walk). The hotel near the Japan style old baths, you can go to experience.skytree tower and aquarium about 10mins walk.<br />there are two supermarkets in 1mins walk and a large supermarket within 5mins walk.",https://a0.muscache.com/pictures/77cc695a-39e2-41a2-8afe-4bfb09fded68.jpg,35.70746,139.81711,Room in aparthotel,4,1,1 bath,2,1,"[""Hangers"", ""Heating"", ""Exterior or entryway security camera present"", ""Bed linens"", ""Self check-in"", ""Carbon monoxide alarm"", ""Bathtub"", ""Patio or balcony"", ""Shower gel"", ""Shampoo"", ""Outdoor furniture"", ""First aid kit"", ""Fire extinguisher"", ""Stove"", ""Long term stays allowed"", ""Room-darkening shades"", ""Smoke alarm"", ""Pocket wifi"", ""Wifi"", ""Essentials"", ""Dryer"", ""Hair dryer"", ""Air conditioning"", ""Luggage dropoff allowed"", ""Keypad"", ""Dedicated workspace"", ""Outlet covers"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""TV"", ""Elevator"", ""Kitchen"", ""Washer"", ""Private entrance"", ""Dishes and silverware"", ""Microwave""]",64286,161,6,0,4.89,4.93,4.95,4.91,4.91,4.8,4.78,t,1.59,Tokyo
14431640,https://www.airbnb.com/rooms/14431640,207.6ãŽ¡/ éš ã‚Œå®¶ã®ã‚ˆã†ãªé‚¸å®…ãƒ»æ¸‹è°·ä¸­å¿ƒè¡—ã®ç«‹åœ°ãƒ»å¤§äººæ•°ã§ã®æ±äº¬è¦³å…‰ã®æ‹ ç‚¹ã«æœ€é©ï¼,"Amazing, private house in the heart of the city. Traditional Japanese design with modern finishings. A 6 minute walk from the dining, shopping, and excitement of Shibuya, but tucked away in a quiet neighbourhood where you can hear the birds chirp from the deck in the enclosed courtyard. Amazing place!","207.6ãŽ¡/ éš ã‚Œå®¶ã®ã‚ˆã†ãªé‚¸å®…ãƒ»æ¸‹è°·ä¸­å¿ƒè¡—ã®ç«‹åœ°ãƒ»å¤§äººæ•°ã§ã®æ±äº¬è¦³å…‰ã®æ‹ ç‚¹ã«æœ€é©ï¼Amazing, private house in the heart of the city. Traditional Japanese design with modern finishings. A 6 minute walk from the dining, shopping, and excitement of Shibuya, but tucked away in a quiet neighbourhood where you can hear the birds chirp from the deck in the enclosed courtyard. Amazing place!","Charming and quaint neighborhood tucked away peacefully next to the shopping and eating mecca of Shibuya. This location truly balances the convenience and access of Shibuya, with a tranquil, quiet neighborhood that provides the ultimate retreat after a day spent exploring the metropolis of Tokyo.",https://a0.muscache.com/pictures/8ac82de1-07c2-49b2-b5bc-cef27768b511.jpg,35.66336,139.6929,Entire home,12,2,2 baths,5,6,"[""Hangers"", ""Heating"", ""Bed linens"", ""Self check-in"", ""Carbon monoxide alarm"", ""Bathtub"", ""Patio or balcony"", ""Shampoo"", ""Stove"", ""Crib"", ""Fire extinguisher"", ""Long term stays allowed"", ""Room-darkening shades"", ""Smoke alarm"", ""Pocket wifi"", ""Wifi"", ""Essentials"", ""Dryer"", ""Hair dryer"", ""Air conditioning"", ""Oven"", ""Iron"", ""Backyard"", ""Keypad"", ""Ethernet connection"", ""TV with standard cable"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Kitchen"", ""Dishwasher"", ""Washer"", ""Private entrance"", ""Dishes and silverware"", ""Microwave""]",201429,169,14,0,4.8,4.82,4.72,4.85,4.91,4.89,4.57,t,1.67,Tokyo
14523283,https://www.airbnb.com/rooms/14523283,"7km from Haneda Airport,one bedroom(101)","Fashionable and comfortable 1 bedroom,wooden detached house. Guests can stay in comfort for up to 2 guests. It is 2 stops from Shinagawa-Sta.(å“å·é§…),6 minutes walk from Omori-Sta.(å¤§æ£®é§…) and 16 minutes on foot from Heiwajima-Sta.(å¹³å’Œå³¶é§…).","7km from Haneda Airport,one bedroom(101)Fashionable and comfortable 1 bedroom,wooden detached house. Guests can stay in comfort for up to 2 guests. It is 2 stops from Shinagawa-Sta.(å“å·é§…),6 minutes walk from Omori-Sta.(å¤§æ£®é§…) and 16 minutes on foot from Heiwajima-Sta.(å¹³å’Œå³¶é§…).",,https://a0.muscache.com/pictures/miso/Hosting-14523283/original/15b09642-bf89-4e36-97b3-36417265cd96.jpeg,35.584209,139.726868,Private room in home,2,1,1 shared bath,1,1,"[""Long term stays allowed"", ""Host greets you"", ""Hot water"", ""Hangers"", ""Room-darkening shades"", ""TV"", ""Smoke alarm"", ""Essentials"", ""Heating"", ""Wifi"", ""Dryer"", ""Washer"", ""Bed linens"", ""Hair dryer"", ""Paid parking on premises"", ""Air conditioning"", ""Shampoo"", ""Luggage dropoff allowed""]",13157,265,28,1,4.58,4.71,4.7,4.71,4.69,4.58,4.58,t,2.8,Tokyo
13131654,https://www.airbnb.com/rooms/13131654,3mins to Asakusa sta.Roof watching TokyoSkyTree,"To Ueno / Shinjuku / Shibuya / Ginza / Roppongi / con.<br /><br />Asakusa Line  ""Asakusa Sta. "":3min<br />Toei Oedo Line ""Kuramae Sta"":6min<br />Ginza Line ""Asakusa Sta."" :4min<br />To Haneda Airport 50 minutes (no transfer)<br />To Narita Airport 1 hour and 10 minutes (no transfer<br /><br />Sensoji Temple/Kaminarimon/Goju-no-to /Nakamise Dori(Nakamise Street)/Water-bus<br />within a 10-minute walk from  the apartment<br />Hanayashiki/Asakusa entertainment hall<br /><br />There are tableware, but no seasonings.<br />Free fixed WIFI","3mins to Asakusa sta.Roof watching TokyoSkyTreeTo Ueno / Shinjuku / Shibuya / Ginza / Roppongi / con.<br /><br />Asakusa Line  ""Asakusa Sta. "":3min<br />Toei Oedo Line ""Kuramae Sta"":6min<br />Ginza Line ""Asakusa Sta."" :4min<br />To Haneda Airport 50 minutes (no transfer)<br />To Narita Airport 1 hour and 10 minutes (no transfer<br /><br />Sensoji Temple/Kaminarimon/Goju-no-to /Nakamise Dori(Nakamise Street)/Water-bus<br />within a 10-minute walk from  the apartment<br />Hanayashiki/Asakusa entertainment hall<br /><br />There are tableware, but no seasonings.<br />Free fixed WIFI","Tourist information<br /><br />The location is very convenient. Not only close to  station, also many good local eateries around.<br /><br />Sensoji Temple/Kaminarimon/Goju-no-to (5-Story Pagoda)/Nakamise Dori(Nakamise Street)/Water-bus<br />within a 10-minute walk from  the apartment<br />Hanayashiki/Asakusa entertainment hall<br />Walk about 12  minutes from the Apartment<br /><br />Tokyo Sky Tree (Toei Asakusa Line ""Oshiage Station"")<br />About 5 minutes from the Toei Asakusa Line  ""Asakusa Station""<br />Tokyo Disney Resort (JR Keiyo Line ""Maihama Station"")<br />About 30 minutes from the Toei Asakusa Line ""Kuramae Station""<br />Tokyo Big Sight (Yurikamome ""Tokyo International Exhibition Center main gate Station"")<br />About 40 minutes from the Toei Oedo Line ""Kuramae Station""<br />Tsukiji market<br />About 15 minutes from the Toei Oedo Line ""Kuramae Station""<br />Tokyo Dome<br />About 7 minutes from  the Toei Oedo Line ""Kuramae Station""<br />Nippon Budokan<br />About 20 minutes from",https://a0.muscache.com/pictures/miso/Hosting-13131654/original/27d118ed-6568-45b7-a681-563f6a8ce2c5.jpeg,35.70643,139.79617,Entire rental unit,4,1.5,1.5 baths,1,2,"[""Hangers"", ""Heating"", ""Exterior or entryway security camera present"", ""Bed linens"", ""Freezer"", ""Self check-in"", ""Carbon monoxide alarm"", ""Bathtub"", ""Shampoo"", ""Fire extinguisher"", ""Long term stays allowed"", ""City skyline view"", ""Room-darkening shades"", ""Smoke alarm"", ""Bidet"", ""Wifi"", ""Essentials"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""36 inch TV with standard cable"", ""Mini fridge"", ""Body soap"", ""Iron"", ""Dining table"", ""Cleaning products"", ""Luggage dropoff allowed"", ""Keypad"", ""Hot water kettle"", ""Gas stove"", ""Dedicated workspace"", ""Conditioner"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Elevator"", ""Kitchen"", ""AC - split type ductless system"", ""Private entrance"", ""Private patio or balcony"", ""Dishes and silverware"", ""Microwave""]",21979,205,34,4,4.84,4.86,4.86,4.92,4.96,4.94,4.81,t,1.97,Tokyo
